ClienteID,Nombre,Edad,Genero,Distrito,TipoCliente
212,Josué del Diez,58,Femenino,San Borja,Frecuente
213,Herminio Carbó Bonilla,43,Masculino,La Molina,Nuevo
214,María Fernanda María Del Carmen Álvaro Cervantes,32,Femenino,La Molina,Frecuente
215,Blas Suarez-Andreu,41,Masculino,San Miguel,Nuevo
216,Francisco Javier Múñiz,61,Femenino,San Isidro,Frecuente
217,Gala Huerta Solera,68,Femenino,San Isidro,Frecuente
218,Marta Barbero Méndez,54,Masculino,Pueblo Libre,Nuevo
219,Amor Peña,42,Masculino,San Isidro,Nuevo
220,Odalis Roselló Peiró,68,Femenino,Barranco,Frecuente
221,Anselmo Vega Rueda,65,Masculino,Pueblo Libre,Frecuente
222,Edu Maestre Figuerola,27,Masculino,Surco,Nuevo
223,Pepita Martin Sanabria,45,Femenino,Jesús María,Nuevo
224,María José Cantón Fuente,21,Masculino,San Miguel,Frecuente
225,Plácido Meléndez Anglada,20,Masculino,Pueblo Libre,Frecuente
226,Aroa Cabrera-Barrio,41,Masculino,La Molina,Nuevo
227,Melchor Peñas,41,Masculino,Jesús María,Frecuente
228,Rosendo Barrio Ávila,48,Masculino,Surco,Frecuente
229,Marta Reina-Roman,36,Masculino,Lince,Nuevo
230,Otilia Araceli Beltran Sarmiento,53,Masculino,Surco,Frecuente
231,Obdulia Escribano Maza,39,Femenino,La Molina,Nuevo
232,Lino Antúnez Blázquez,63,Masculino,San Miguel,VIP
233,Adrián Isaías Mena Rodríguez,27,Femenino,San Isidro,Nuevo
234,Nidia Frías Valcárcel,33,Masculino,Barranco,Nuevo
235,Concha Cózar-Vara,56,Masculino,Barranco,VIP
236,Juan Carlos Barón Ocaña,35,Femenino,Jesús María,Nuevo
237,Ruth del Cuesta,62,Femenino,Surco,Nuevo
238,Julio Gascón Carpio,18,Masculino,Barranco,Nuevo
239,Dan del Clavero,44,Masculino,Lince,Nuevo
240,Vidal Canales-Carro,49,Masculino,Pueblo Libre,Frecuente
241,Benita de Espejo,58,Masculino,Jesús María,Nuevo
242,Lalo Garcia-Guardia,35,Femenino,Barranco,Nuevo
243,Valero Toño Tormo Montoya,67,Femenino,San Miguel,Nuevo
244,Ernesto Herrera-Pablo,21,Masculino,San Isidro,Frecuente
245,Mireia Abascal Lago,25,Masculino,San Miguel,Frecuente
246,Pedro Llabrés Cerdán,28,Masculino,San Borja,Frecuente
247,Cristian Barrio Laguna,59,Femenino,Miraflores,VIP
248,Dominga Ruano Valls,60,Femenino,San Miguel,Nuevo
249,Humberto Pujadas Pedrosa,49,Femenino,Pueblo Libre,Nuevo
250,Susanita Marqués Gual,26,Femenino,Jesús María,Nuevo
251,Carlos Requena Pellicer,32,Masculino,Barranco,Frecuente
252,Chuy Alarcón Manuel,61,Femenino,Pueblo Libre,Frecuente
253,Gabino Montserrat Cal,23,Masculino,San Borja,Nuevo
254,Teo Lorenzo Rivera,56,Masculino,San Miguel,Nuevo
255,María Ángeles Teruel,32,Masculino,San Miguel,Nuevo
256,Jacinta del Marti,29,Femenino,Jesús María,Nuevo
257,Bernarda Pintor Arjona,63,Masculino,Jesús María,Frecuente
258,Rico Nazario Cortés Agudo,67,Masculino,San Miguel,VIP
259,Etelvina Seguí Miguel,50,Masculino,Pueblo Libre,Frecuente
260,Plinio Agustí Antón,56,Femenino,Barranco,Frecuente
261,Macaria Beltran Moliner,19,Femenino,Lince,Nuevo
262,Fortunato Pedraza Coello,20,Masculino,La Molina,Nuevo
263,Fátima Bárcena-Ferrández,35,Femenino,Barranco,VIP
264,Teodosio Fiol Collado,40,Femenino,Lince,Frecuente
265,Rodrigo Gámez,56,Masculino,San Borja,Nuevo
266,Concepción Echeverría-Varela,44,Femenino,Miraflores,Nuevo
267,Crescencia Cañas Cortina,29,Femenino,San Borja,Nuevo
268,Amor Varela Aliaga,18,Femenino,Surco,Frecuente
269,Eutimio Hernandez Colom,62,Masculino,Surco,Nuevo
270,Felicidad Olivé,50,Femenino,Lince,Nuevo
271,Juana Francisco Cámara,41,Femenino,Surco,Nuevo
272,Lope Julio César Navarrete Barrios,34,Femenino,La Molina,Frecuente
273,Apolonia Hernandez Sancho,27,Femenino,Lince,Nuevo
274,Anselma Alarcón-Oller,43,Masculino,Jesús María,Frecuente
275,Isa de Francisco,54,Femenino,Surco,Nuevo
276,Serafina Plaza,58,Femenino,San Miguel,Nuevo
277,Jose Valencia Montserrat,55,Femenino,Surco,Nuevo
278,Edgardo de Mancebo,24,Masculino,Lince,Nuevo
279,Nacho Trillo Monreal,21,Masculino,Pueblo Libre,Frecuente
280,Teodora Cuéllar,28,Masculino,San Miguel,Frecuente
281,José Luis Artigas,64,Masculino,La Molina,Frecuente
282,Chucho Vizcaíno Velasco,58,Femenino,Jesús María,Frecuente
283,Pablo Figuerola-Cerdá,36,Femenino,Jesús María,Frecuente
284,Natividad Gonzalo Ramírez,64,Masculino,San Isidro,Frecuente
285,Cristina de Cerdán,20,Femenino,Jesús María,Frecuente
286,Consuela Alcolea Salom,42,Masculino,Surco,Nuevo
287,Guiomar Pelayo Teruel Goicoechea,66,Femenino,Surco,VIP
288,Manuel Cal Cuéllar,65,Masculino,Pueblo Libre,Nuevo
289,Eustaquio Moles Abellán,43,Femenino,San Miguel,Frecuente
290,Lara de Gomila,25,Masculino,Pueblo Libre,Nuevo
291,Fabricio Prieto Querol,61,Masculino,Miraflores,Nuevo
292,Dorita Santamaría Montenegro,44,Femenino,Jesús María,Nuevo
293,Rosenda Gascón Rocha,34,Masculino,La Molina,Nuevo
294,Juan Francisco Acuña Mas,28,Femenino,Pueblo Libre,Nuevo
295,Florina Ocaña Cazorla,24,Femenino,San Borja,Frecuente
296,Toño Oliveras Vargas,61,Masculino,Jesús María,Nuevo
297,Íñigo Fernández Torres,32,Femenino,Surco,Frecuente
298,Xiomara Bayón Alcalá,58,Masculino,La Molina,Frecuente
299,Gervasio del Peralta,68,Femenino,Barranco,VIP
300,Gema Escolano Mármol,18,Femenino,San Borja,Frecuente
301,Rosaura Uribe,40,Masculino,Pueblo Libre,Nuevo
302,Alfredo de Figueroa,19,Femenino,San Borja,Frecuente
303,Carmela Acuña,48,Masculino,Surco,Nuevo
304,Ángel Ruiz Muro,54,Femenino,Surco,Nuevo
305,Rufina Lasa Amigó,58,Femenino,Lince,Frecuente
306,Amancio López Alberto,20,Masculino,Pueblo Libre,Nuevo
307,Jose Carlos Mayol Juan,63,Femenino,Pueblo Libre,Frecuente
308,Débora Pedrosa Arco,56,Masculino,San Isidro,Nuevo
309,Hernán Arroyo Pereira,25,Femenino,Jesús María,Frecuente
310,Bartolomé Estrada Garzón,36,Femenino,Surco,VIP
311,Sol Rosaura Amador Carretero,18,Masculino,San Miguel,Frecuente
312,Crescencia Amor Bayona,62,Masculino,Miraflores,Frecuente
313,Jose Macario Alba Barroso,23,Femenino,Barranco,Nuevo
314,Jenaro Corral Marín,46,Femenino,San Miguel,Frecuente
315,Lucila Carretero Pedraza,60,Masculino,San Borja,Nuevo
316,Diego Bernat-Rodrigo,33,Femenino,Miraflores,Frecuente
317,María José Elvira Almansa Silva,63,Masculino,Pueblo Libre,Nuevo
318,Jose Ignacio Romero Torrent,22,Femenino,Jesús María,VIP
319,Cloe Calvet Conesa,41,Femenino,La Molina,Frecuente
320,Josep Canals Borrego,42,Masculino,Lince,Nuevo
321,Azahar Pacheco Sanchez,26,Femenino,Jesús María,Nuevo
322,Chus Diez-Lamas,20,Masculino,San Borja,Frecuente
323,María Pilar Maza Nuñez,20,Masculino,La Molina,Nuevo
324,Áurea Rueda Morales,38,Femenino,Jesús María,Nuevo
325,Vito Benitez Cifuentes,42,Femenino,Jesús María,Frecuente
326,Teodora Salcedo Tapia,60,Masculino,Surco,Nuevo
327,Raimundo Batalla Águila,35,Femenino,San Borja,Nuevo
328,Eugenio Félix Bravo Valenzuela,28,Femenino,Lince,Frecuente
329,Enrique del Perea,35,Femenino,Barranco,Nuevo
330,Jose Angel del Roldán,45,Masculino,La Molina,Frecuente
331,Ulises Abril Codina,28,Femenino,San Miguel,Nuevo
332,Inés Ayuso Aparicio,24,Femenino,San Miguel,Nuevo
333,Luisa Cañas-Ferrera,40,Masculino,San Miguel,Frecuente
334,Iker Espiridión Llopis Flor,69,Femenino,La Molina,VIP
335,Marita Anselma Prada Artigas,20,Masculino,Surco,VIP
336,Adela Echeverría Sales,35,Femenino,Pueblo Libre,Nuevo
337,Yéssica Zorrilla Benavides,51,Femenino,San Miguel,Nuevo
338,Paola Sánchez Andrés,68,Femenino,Jesús María,Nuevo
339,Herminia Alcántara-Agullo,53,Masculino,San Miguel,Nuevo
340,Felix Torres Soler,38,Masculino,Miraflores,Nuevo
341,Jessica Barco Gárate,64,Masculino,Surco,Nuevo
342,Dulce Amo Parejo,69,Femenino,Surco,Nuevo
343,Eugenia Roselló Guijarro,43,Femenino,San Isidro,Nuevo
344,Elpidio Castelló Ferrándiz,58,Masculino,Jesús María,Nuevo
345,Eustaquio Donoso Blanco,32,Masculino,Jesús María,Frecuente
346,Mercedes Gutierrez-Sanz,18,Femenino,Miraflores,Frecuente
347,Maribel Baena Gargallo,43,Masculino,Surco,Nuevo
348,Brunilda de Rovira,40,Femenino,Jesús María,VIP
349,Susana Laguna Fabra,26,Masculino,Barranco,Frecuente
350,Narciso Rincón Carbó,40,Femenino,Surco,Nuevo
351,Agustín Gaya Tena,23,Masculino,Jesús María,Nuevo
352,Otilia Armas Mur,49,Femenino,San Borja,Frecuente
353,Pacífica Neira Sanmiguel,62,Femenino,Lince,Frecuente
354,Olimpia Narváez Gordillo,48,Masculino,Pueblo Libre,Frecuente
355,Hilda Emperatriz Losada Garcés,27,Femenino,Lince,Nuevo
356,Carlos Roldán Ramis Trujillo,37,Femenino,La Molina,Frecuente
357,Samu del Sala,48,Femenino,San Borja,Frecuente
358,Carolina Blanca Aranda,53,Masculino,Lince,Frecuente
359,Edmundo Salom Sainz,19,Masculino,San Borja,Nuevo
360,Jafet Valero Nogueira,44,Femenino,Barranco,Nuevo
361,Florentina del Peral,37,Masculino,San Miguel,Nuevo
362,Francisca Viana Guzman,45,Femenino,San Borja,Nuevo
363,Jose Carlos Gervasio Viñas Mariño,50,Femenino,San Miguel,Frecuente
364,Leonardo Calderón Rubio,68,Masculino,San Borja,Frecuente
365,Epifanio Cortina Antón,65,Masculino,Jesús María,Nuevo
366,Serafina Mendoza Bautista,18,Masculino,Surco,Frecuente
367,Arturo Guiomar Villalba Jove,27,Masculino,San Borja,Nuevo
368,Renata Sanabria,65,Femenino,Barranco,Nuevo
369,Azahara Florencia Belmonte Salcedo,36,Masculino,Lince,Frecuente
370,Maura Nicolau Talavera,34,Femenino,San Borja,Frecuente
371,Eulalia Quevedo Pelayo,61,Masculino,San Borja,Nuevo
372,Ofelia del Robles,68,Masculino,Pueblo Libre,Frecuente
373,Jordana de Montero,57,Masculino,Pueblo Libre,Frecuente
374,Lisandro Gras Fortuny,70,Masculino,Barranco,Nuevo
375,Heraclio Alvarado Sanmartín,58,Femenino,Miraflores,Nuevo
376,Narciso de Reina,33,Masculino,Jesús María,Nuevo
377,Nicanor Morante Alberto,59,Masculino,Barranco,Frecuente
378,Ariadna Ariel Peláez Dalmau,24,Masculino,San Miguel,Nuevo
379,Kike del Estrada,32,Femenino,Miraflores,Nuevo
380,Vicente Río Leon,45,Femenino,San Isidro,Frecuente
381,Jennifer Rosalía Manzano Vara,24,Femenino,Jesús María,Nuevo
382,Armida de Pla,54,Femenino,Jesús María,Frecuente
383,Álvaro Godoy Roldan,61,Femenino,Lince,Frecuente
384,Jessica Cornejo Codina,65,Masculino,La Molina,VIP
385,Anunciación Valencia-Neira,18,Masculino,San Miguel,Nuevo
386,Anna Manso Prado,65,Masculino,Barranco,Nuevo
387,Juan Bautista Ricart Gascón,22,Masculino,Miraflores,Nuevo
388,Celso Trillo-Vila,28,Femenino,San Miguel,Nuevo
389,Apolinar Vicens Mascaró,42,Femenino,Barranco,Frecuente
390,Cristóbal Rosselló Roman,43,Femenino,Pueblo Libre,VIP
391,Severiano Blázquez Moraleda,40,Femenino,Barranco,Nuevo
392,Manu Montes Nebot,51,Femenino,San Isidro,VIP
393,Samuel Reig Caro,39,Masculino,Barranco,Nuevo
394,Dalila Azucena Esparza Zorrilla,33,Femenino,Lince,Frecuente
395,Chuy Castellanos-Farré,55,Femenino,San Isidro,Nuevo
396,Rosa María Céspedes Uría,32,Masculino,Miraflores,Nuevo
397,Anastasia Borrell Vera,68,Masculino,San Borja,Nuevo
398,Julieta de Miralles,22,Femenino,Jesús María,Nuevo
399,Chus Ruiz,65,Femenino,San Borja,Frecuente
400,María Malena Pastor Ocaña,27,Femenino,Lince,Nuevo
401,Adolfo Linares,61,Masculino,Miraflores,Nuevo
402,Melisa del Tejera,35,Masculino,Surco,Frecuente
403,Jose Luis Wálter Ferrández Bauzà,48,Femenino,La Molina,Nuevo
404,Susanita de Valenciano,68,Femenino,La Molina,Nuevo
405,Erasmo Mármol-Polo,54,Masculino,San Isidro,Frecuente
406,Mónica Campillo Carretero,60,Femenino,Surco,Nuevo
407,Melchor Esparza Chaves,44,Masculino,La Molina,Nuevo
408,Estrella Maldonado Tena,61,Masculino,Barranco,Nuevo
409,José Mari Losada Cortés,34,Masculino,San Miguel,Nuevo
410,Oriana Mancebo Molins,42,Femenino,San Isidro,Nuevo
411,Celso Alfonso Escribano Solana,19,Masculino,La Molina,Frecuente
412,Victor Beltrán,62,Masculino,Jesús María,Nuevo
413,Ildefonso Bermudez Céspedes,21,Femenino,Miraflores,Nuevo
414,Elena Catalá Villalonga,27,Femenino,San Borja,Nuevo
